Gid,SE_T002_002,SE_T030_002,SE_T083_001,SE_T147_001
12009069100,1302.574,0,35794,26
51013102400,8842.966,0,55930,30
48029171902,4539.891,14.9,18833,26
48029171903,6089.996,6.06,15389,23
36081060300,27717.89,0,32918,46
48439106600,1647.862,0,26368,22
13271950500,15.54387,0,17594,26
72139060212,12967.36,0,13531,34
72139060213,8052.16,0,19409,33
39061010900,4548.732,0,18541,31
72139060211,6174.999,0,12291,34
51035080300,61.85626,0,20076,26
37003040400,348.9052,0.21,19639,23
25027742300,2148.722,0,46360,29
06083990000,0,0,0,0
36075021603,2338.389,0,32849,17
25027754100,584.166,0,33565,32
09003515200,697.5676,0,52696,24
47065001300,2755.035,22.86,13690,15
53061052503,3629.229,3.94,31707,31
27021940002,9.157176,11.63,16150,16
28021950200,851.1395,0,12660,18
54001965800,127.6605,22.53,17299,26
04013116610,2793.879,0,24092,33
04013116611,758.956,0,29144,30
20137951700,6.329981,3.23,23039,18
51153901503,180.2704,2.74,58288,41
46005956700,3.273674,1.14,29153,16
30049000200,11.87401,9.05,31278,23
28075010201,57.51712,10.44,18402,21
28075010202,90.26756,0.79,29277,19
48183010100,154.2356,5.77,32502,22
24510160400,18046.02,5.51,13523,41
24033800408,1771.101,12.09,41659,39
29041470100,6.712724,6.56,21771,24
24510100300,77811.16,54.51,7764,0
18169102200,1795.55,3.49,19273,17
29155470400,405.2481,13.04,15605,15
24033800401,1250.94,0,47377,37
24033800403,3327.018,0,47330,34
24033800402,3375.122,0,44500,32
42071010702,4027.175,0.91,21587,19
24005402504,1423.46,0,37734,37
39099804100,2706.089,17.14,20330,16
39127966100,47.16691,0,18787,40
34013001400,21375.74,0,14589,37
45069960600,17.61641,5.7,23963,31
17019005300,3401.255,3.57,14794,14
39063000800,3627.181,4.32,25909,13
42045402100,5963.433,0,25424,33
39113000802,5992.963,7.19,15097,24
36081126500,18999.93,0,27776,34
55115100700,23.93361,4.35,24109,24
51760061000,3770.108,0,23613,22
28045030602,31.97128,0,24526,28
28045030601,54.96269,25.5,18898,38
36055002700,10496.23,25.2,8788,28
17019005800,7234.573,0,32843,16
37081011500,2854.283,5.34,15788,17
08005083200,4636.296,0,35070,32
51690000100,1080.486,0,17724,15
01101003100,3664.57,7.12,16361,19
34013001000,17137.67,9.09,14679,33
48029180604,4391.68,0,21268,22
48029180603,5553.155,0,19090,27
45069960200,90.43567,0,13525,24
22019001600,698.4375,23.55,14936,20
34003039100,978.39,0,44803,29
36029005300,1866.853,0,20548,16
06013353001,697.6191,5.99,85532,31
51085320601,739.4896,0,19011,22
18007100200,27.79736,0,23095,23
53053070100,5.036157,10.36,29502,42
45085000201,113.1258,0,24275,24
45085000202,253.0042,0,20210,23
18003011100,1833.775,0,21058,20
47149041301,1750.576,1.51,49295,23
47149041302,2229.074,0,30983,24
40109100900,4571.688,0,29428,15
42045402000,6683.131,0,30053,41
42071014402,341.9732,39.52,25145,28
56001963500,3010.312,0,7099,8
39155930700,580.2592,3.72,27416,24
42071014401,348.2085,18.38,28711,33
54033032102,1170.644,0,38667,18
36067013701,1801.657,6.28,23338,15
53033030004,10310.4,7.59,24118,28
53033030005,6676.715,0,20000,34
53033030006,5118.607,0,20275,31
19101090100,14.18907,0,36434,20
39139003100,1548.047,16.05,14878,19
45091061101,818.3885,0,24238,22
34031180100,14653.25,5.27,26919,29
06037535002,18940.35,0,12332,32
26069000500,482.7195,10.67,23872,12
15003006401,31322.19,0,20673,24
06065042212,4548.992,0,22038,31
56005000600,710.584,9.87,31162,23
02188000200,12.85506,7.35,29523,6
45091061103,491.9695,0,36317,26
48201451200,4413.21,0,60129,24
47003950300,39.68259,0,18628,30
42043022702,3855.673,12.57,25928,21
53063002000,5734.428,8.82,15505,21
06037131400,14765.95,13.6,24883,34
45077010803,1320.25,27.88,17259,25
06071009708,58.65241,0,21466,50
17031820605,6879.649,0,21927,32
17031820604,3608.616,3.7,16253,29
26163597000,1234.172,3.78,28031,28
17031820606,2830.131,0,30096,35
15009030100,8.186094,21.05,22679,16
19023070300,33.46259,0,28127,24
17031820603,5233.256,0,23096,32
42055010600,833.4769,0,33008,22
36005007200,67627.8,2.83,15442,43
17165955800,908.3482,8.56,19935,18
06083001604,5282.204,0,38506,26
51191010401,184.7543,0,42525,20
36047032300,57219.03,0,28627,41
09001110201,4156.785,4.67,36970,25
51191010402,244.3621,0,27549,23
01089002501,1752.44,0,11135,18
39035111401,4340.935,0,10406,32
39151714600,375.8636,0,23439,20
12057002500,5960.043,6.34,17138,24
10003011600,4827.13,41.05,37827,23
04013114100,3756.98,69.57,32015,20
72113071200,5636.632,1.75,9965,20
25017368300,7860.477,0,42191,26
48113007909,11990.06,0,36392,22
48113011601,1156.724,2.35,11645,35
36087012105,18466.44,4.98,8637,18
06101050403,1199.419,0,24193,36
48113007906,5081.205,0,99626,18
36087012106,4845.203,12.41,12278,22
36087012101,4240.616,1.24,18093,25
39113003404,1619.745,10.91,21369,21
48113007902,4286.215,0,48636,24
48113007903,4502.069,0,65406,23
06013385100,3186.702,11.32,67188,32
17003957900,351.6538,0,13437,23
42069112901,56.89582,0,32246,29
42069112902,130.6136,0,30466,26
48439100201,5800.21,18.05,11447,21
48439100202,2239.911,9.97,13293,25
17031990000,0,0,0,0
37083930800,41.56153,3.41,15467,36
48361021100,140.7141,0,27257,28
29007950200,11.49677,3.14,26476,27
23031033000,122.1363,0,30501,29
36079010100,954.3326,4.39,37433,37
47187051002,308.9408,0,52975,23
06083001306,2154.002,0,55388,20
33011000901,3162.531,0,36144,25
33011000902,3194.404,0,32581,23
24021753001,809.2036,13.64,34419,35
24021753002,747.3696,9.29,28520,31
47065003300,2186.99,0,22061,23
08031002702,23537.08,0,49912,22
22033001104,4370.835,0,11268,21
55083100700,43.89888,9.52,25605,24
37073970300,32.56017,0,22746,37
25017356702,7678.396,0,50916,31
06001436700,10330.44,0,30206,32
12115002402,1398.407,15.79,35198,21
30071060200,0.8073213,16.59,22772,19
48203020604,29.58542,0,25846,23
48203020605,103.7672,0,27236,20
34037371400,279.9966,0,37951,43
48203020603,178.8297,9.9,30020,22
55107960100,9.519848,1.32,22931,23
12071000504,899.6404,0,12848,30
34003015400,7080.633,0,38674,33
29189218800,4586.109,0,59178,23
39035118602,10930.61,29.63,8568,46
18095011501,272.4633,0,28851,30
47059091100,52.58879,0,21088,32
18095011502,189.4588,0,33338,33
31127968200,135.7365,0,29372,19
29095008000,5343.509,6.8,17765,20
36081071900,35442.94,0,28839,46
17031570200,2778.098,1.53,23595,29
36061011300,1769.389,0,101925,15
42075003400,1336.94,15.48,25605,20
28105950400,1520.462,0,11420,16
36027300000,4893.777,23.5,27795,31
13139001302,627.0911,0,32824,30
17031770800,3706.311,0,25538,28
17043846310,9632.658,0,22305,28
42045406904,2164.328,0,36278,25
17043846312,5004.443,0,40514,30
48113011900,5520.353,2.24,12950,35
17043846314,3613.113,0,43492,33
17043846315,3598.14,2.85,41445,29
42045406903,3991.807,4.45,33384,26
42045406902,3067.75,6.38,32363,25
54055001900,318.1228,0,16185,16
17031271200,9824.095,0,10098,34
50005957400,190.5461,0,25076,25
09001257200,6073.918,12.57,21058,23
36029000500,1209.18,0,16307,17
39049003700,4325.27,0,24164,19
36061027500,33957.31,0,52016,41
26077002003,2379.284,0,33937,20
26125167800,4579.54,0,43901,26
41051009604,6208.028,0,14868,36
49053271400,4039.686,0,16323,14
48201310900,8103.912,0,12168,27
29510103600,2485.381,11.11,31149,19
48439111408,815.2537,0,35052,25
49035111400,8592.6,0,18798,22
29095002200,3282.239,5.15,12683,21
72045951900,3603.39,5.17,4256,37
45013000100,30.73167,0,18108,37
48113016406,10557.78,0,15390,31
53053063200,5755.729,23.1,23154,28
42111021200,43.48619,19.29,26497,29
42049011702,85.76822,1.69,27059,21
23005016500,44.80233,7.83,27459,37
55117010800,150.2797,25,33837,18
39035115400,5833.563,33.02,15520,30
13115001100,2073.586,28.89,18526,24
27003050233,632.7634,9.01,36053,27
20161000801,7676.754,0,18331,13
29189221424,3203.268,4.05,44388,25
26077002005,3542.776,0,34447,18
26077002004,2184.423,0,50942,21
10005050407,285.0101,9.42,29712,24
13109970100,40.11984,0,26994,26
45075011500,211.8669,5.12,18603,22
41067032503,2646.833,0,26380,27
28097950200,15.69279,0,22882,27
45005970200,23.83646,5.99,13146,25
06037552601,19136.01,5.73,16721,25
47037018602,628.1412,0,98899,22
06013390100,5969.111,0,59272,31
06077005405,6840.852,0,21965,45
42089300201,78.50594,0,27017,23
55079013300,4456.398,0,20135,26
42045410700,3614.856,16.41,11157,27
42089300202,250.3206,6.01,28140,33
36047065200,16677.27,0,43372,47
18097322400,6085.855,3.29,22840,26
28123020600,24.94299,6.54,18264,24
26099260700,4707.624,0,22689,23
47103975000,16.73363,0,23211,25
72031050700,10286.83,9.84,9463,30
22061960400,973.08,3.31,19786,13
06065051200,158.8334,7.24,32457,26
29189221423,636.8141,3.92,41911,22
26163507500,5615.177,0,15000,27
19011960700,164.8023,24.47,23496,24
47037010402,4704.032,27.08,12218,25
29189221422,2823.09,0.19,35056,27
72035260901,776.3878,0,20649,29
17119402701,547.643,0,32607,25
21199930100,60.77786,24.74,21019,32
72035260902,269.531,0,11376,33
24045010502,2901.036,0.91,18597,17
25027732001,8801.891,20.42,10481,20
24047951700,230.624,0,33049,18
33009960200,24.67624,0,35713,22
48339693400,3864.967,13.17,10144,25
19079960400,455.5448,0,29746,14
47145030500,144.1869,15.12,14112,24
01039961900,141.4908,0,28659,19
12086005901,9050.82,0,24870,25
36047018400,47204.05,0,38508,44
36081085500,133045.8,0,22410,39
05121960302,279.2986,14.36,16482,23
47071920500,28.6242,0,25334,29
17031310900,27881.04,10.27,14939,32
19087970200,20.56218,2.92,25840,24
06061023700,1822.642,0,45667,24
42011000400,6239.963,0,12949,21
04013112508,2814.961,14.84,12339,24
55055100300,1230.545,0,20867,20
12081002008,1528.023,0,38110,26
55015020200,40.09562,7.95,27294,21
24005400200,6962.341,0,33393,24
48113003101,9415.384,0,64414,21
39035117800,2530.269,7.34,15403,32
04013112507,5798.527,0,7727,21
31079001300,23.83858,0,29043,22
04013112502,12426.2,10.82,10922,26
04013112503,9138.571,8.9,12132,27
37019020511,598.3168,0,33001,31
35013001802,90.50024,3.41,9998,26
37019020512,137.0939,0,52361,17
39061010500,3817.189,15.74,21310,32
53067012211,356.804,0,32803,25
45013000502,1089.858,0,21553,19
12091023305,1570.185,0,38157,20
36005030900,7158.325,2.38,49658,46
18129040200,28.83901,0,28966,25
48073951000,17.69165,0,17644,19
36081020400,20845.03,32.71,16038,47
12099003201,3204.048,0,16634,30
06037300600,10697.31,0,32926,31
36047005202,47884.64,0,49857,49
06037408630,10089.23,0,18654,33
54035963600,161.9893,0,22580,28
48201311000,7781.212,4.93,14214,28
39133600401,1087.946,2.92,27706,26
13045910104,590.1925,10.08,25682,34
36025970200,24.61997,8.93,30441,24
20091053709,1807.663,0,26542,29
22033004403,558.4848,5.17,29922,32
22033004402,667.8029,6.15,30431,28
22033004401,537.3489,0,32057,27
36047005201,31445.34,0,46532,52
27163070911,2881.646,0,32153,23
40027202600,135.3309,0,19397,28
25027732002,1927.253,0,31119,24
06085505700,11262.8,14.62,34433,24
48445950300,459.2197,13.54,13285,18
32007950900,1241.991,26.67,32177,22
39093023500,3734.069,0,19660,23
22017022800,3986.707,0,32727,16
27035950502,44.18167,5.56,34038,27
48227950100,5.632071,0,30797,19
16001001000,4020.078,0,25436,16
04013811200,2811.875,0,32663,23
48201454800,6629.026,13.37,29651,34
42051260500,65.90112,0,21736,41
54089000600,38.02819,10.69,19532,28
05063490700,90.12604,0,20742,19
33019975800,460.4015,5.66,25492,21
48361021502,202.7521,8.36,24954,26
37057060201,282.189,0,30808,25
72065310500,870.0372,0,10491,25
48321730202,24.94233,0,21661,25
17043844201,4339.817,0,26600,26
17043844202,3938.789,0,34412,29
37167930700,99.52071,27.22,22465,28
19081270200,12.2058,0,28094,20
08031008391,9170.713,0,24470,36
35013001305,51.05035,7.43,13620,26
18059410700,60.90054,0,30593,26
42091201706,4812.042,0,32797,27
40063484900,369.9803,0,18800,20
25019990000,0,0,0,0
12101031102,3663.265,23.4,23427,24
12101031101,2513.346,0,18287,21
51059980200,0,0,0,0
06059110007,5279.781,2.2,52699,31
18091042400,927.2429,2.27,23265,20
01069041400,548.6353,8.11,13989,17
48309001300,1265.711,4.98,20811,21
09013850100,274.7629,0.61,41207,26
06059110008,6256.277,0,51097,34
06077004203,9898.006,0.55,17929,29
06077004202,3406.229,0,39548,24
22079013200,90.53094,0,28439,26
18089040300,2767.081,0,32869,28
34025807300,15780.18,0,14033,20
51710000201,10323.1,0,26674,26
40027202205,3702.793,0,29403,28
25027706100,110.5151,5.11,34042,35
51710000202,7713.789,0,26672,25
12086008701,7421.583,14.29,19392,34
06111002400,3511.603,0,29306,27
48201341700,2902.371,15.29,36095,29
37183053808,651.0928,0,68692,26
12086007606,5788.923,0,36626,26
22057021901,450.5421,0,25630,29
37183053803,845.9875,0,70113,26
26161414900,2883.013,0,46658,22
37183053805,511.3576,0,68475,26
37183053804,293.3641,5.24,56725,28
37183053807,1123.187,0,58257,25
37183053806,755.5991,0,53409,24
36011040700,178.6288,4.59,42298,25
04013217300,3542.514,0,98492,20
17031160200,8461.263,4.35,38743,34
47081950100,61.17683,6.43,19766,41
09003466202,407.8185,0,65634,27
09003466201,839.3472,0,45076,24
20057961600,4.963131,8.99,31813,19
05107480600,5.133851,14.75,13708,22
28095950300,555.8439,0,22666,21
72013301100,2606.981,0,11391,23
36059410600,11169.19,13.48,35268,43
48113016520,1205.476,0,15325,25
06071008710,7203.645,0,14854,29
29157470200,31.47369,0,26944,28
24005440400,4734.878,0,33877,33
47157000600,1307.284,23.56,12884,22
48381020100,4870.277,14.08,32343,16
48479000700,7287.916,7.66,8454,20
37021001400,1419.136,20.85,20030,19
39169002300,84.32744,2.62,25513,22
26163531800,5514.735,8,12010,31
39035141200,6157.418,0,47503,21
48029192200,272.0096,0,27570,23
42101035800,9945.045,0,25284,32
32003002825,6195.154,12.77,25950,20
32031001014,808.4015,0,54613,18
32033970200,2.482952,2.59,23583,15
47011011000,1686.601,0,19636,20
37065020400,779.343,0,17970,18
19153011027,2820.457,0,45569,15
42003120800,2743.056,0,15745,35
51760020600,8488.646,100,39592,19
26133970500,36.89709,17.8,20674,25
48029120902,4074.603,0,32131,20
42017105006,1564.497,0,47448,31
34027045402,1596,0,36964,36
48029120901,3224.446,19.18,29866,19
42017105003,1018.627,0,44277,33
20189965100,2.281747,16.5,26691,15
06001450101,7001.27,0,56100,41
28139950100,43.5137,21.1,18579,29
36033951200,48.12253,0,30393,11
37063980100,0,0,0,0
13155950200,29.61659,0.87,18719,20
42017105009,3354.816,0,42557,31
42017105008,605.3828,0,51110,32
31025966000,38.74099,8.63,34592,31
12031014102,4415.612,0,52871,23
27003050901,2411.558,0,23468,26
38105954100,1653.484,28.57,33014,18
18173030600,749.2369,7.02,21689,20
12009068101,4123.76,0,53326,22
51003010202,145.2708,0,65904,21
09009154200,5795.901,0,21030,23
17031671300,10570.18,4,13395,40
12057013318,9097.214,0,25005,26
12057013319,5986.204,0,45040,25
51059432800,1767.17,0,41096,32
29021001800,1492.499,27.27,20915,16
13227050200,327.6092,4.87,28718,23
12057013310,6450.171,0,30449,28
12057013311,2252.826,0,21254,25
42005950400,91.86082,4.55,26213,29
53053073301,1030.171,6.87,28189,28
42071011300,4402.83,7.89,23466,22
12057013315,1931.565,0,34967,21
27163070303,1808.874,0,53918,27
48439102202,3933.727,0,91643,23
53061051601,4942.38,4.31,25418,29
51059430400,3113.435,0,46472,27
06073020710,172.5593,0,66926,22
36047074400,41847.93,0,32787,30
39155930800,264.5733,5.26,28962,25
27163070301,471.2717,2.7,67867,29
17127970400,558.6605,0,19579,18
12057011804,4642.3,12.89,16019,22
12071001501,3251.464,0,44142,18
13105000500,42.6757,0,28634,19
19015020700,28.90607,0,26686,24
48245011001,3444.854,0,31842,17
42003290100,4224.169,9.59,19578,27
12057011803,7159.075,4.67,23134,24
37081016306,2096.27,0,32419,23
37081016304,1615.19,0,42262,24
37081016305,1975.883,0,42009,21
37081016303,1619.932,0,29544,23
12083000605,114.8052,0,16974,34
48071710401,40.3732,0,21744,27
26025003500,1348.935,0,15829,17
29095009600,859.811,17.95,9294,21
51057950600,20.50127,0,32569,41
48113007815,10697.24,6.78,11668,26
24027606603,4293.448,7.16,36148,27
26145012003,384.8663,7.46,33830,22
05143010102,199.1157,0.49,53714,20
48113007812,2650.526,0,80736,23
48049950200,26.12362,0,22280,26
12031014101,3118.217,10.2,36551,23
12097043201,18.18545,0,19181,31
39165032300,208.7677,0,30019,28
18089041200,510.4342,0,14430,23
36103158112,4500.037,0,27594,32
48365950200,21.14611,22.95,27150,27
36103158110,4120.917,0,33367,26
08101000200,1709.945,7.3,16534,20
36103158116,2561.136,0,35970,35
12097043203,3029.79,5.58,21048,27
36103158114,4284.024,0,37620,35
36063024600,2809.594,0,30684,22
36091060503,50.36805,0,31923,34
12097043202,66.42977,0,31783,45
20173009604,282.1713,8.38,27245,22
23011021000,76.78911,0,20302,25
37019020305,687.1074,0,34296,21
48201250302,5806.837,2.43,29471,35
06001422300,17818.55,0,38367,27
53005011900,86.19871,3.03,24900,24
48201250301,1939.299,13.58,23082,32
36119981000,1183.088,49.19,12241,17
40109102700,281.3212,12.5,13333,11
12101031009,5104.792,36.89,14460,26
13297110400,495.1689,5.67,15699,26
53045940000,113.8071,11.34,14376,19
42029305600,10655.45,12.73,13943,26
36065021601,3268.562,2.11,23267,18
36047100400,56623.01,3.57,28275,50
37151030302,672.029,14.58,16488,21
19171290100,15.66269,5.45,33709,25
34003021500,13565.33,0,20500,23
36005021800,55494.72,0,17491,45
06013359103,4900.312,0,34165,35
39007001101,47.57771,0,26827,32
42033331000,65.24506,0,21718,28
40143007617,4218.208,7.63,22616,19
26025001900,301.629,0,31679,20
48489990000,0,0,0,0
42077009400,5918.662,0,20939,25
17031800900,5316.26,0,48986,31
05045030200,26.75095,15.38,22221,38
06057000104,663.8307,0,29460,23
72131959300,307.1721,6.25,7321,28
06037237900,10721.81,10.22,18314,30
24510271700,7299.043,0,21020,36
18067010600,542.0547,0,38787,20
39035140600,4661.138,0,28508,19
22101041000,32.37389,14.48,22625,32
48113005901,4666.33,6.33,13857,32
39035175201,1045.327,16.37,40607,27
39035175202,682.9923,0,38421,32
36067010700,2026.457,0,26230,18
17031750500,6187.694,0,23624,33
36119011400,2573.121,3.16,62124,35
35035000200,3451.203,7.55,17779,19
45027960100,71.40767,16.54,19040,25
48167720100,2260.811,1.86,45959,33
26163569700,4342.855,24.35,23082,25
51730810300,1971.287,0,19215,26
17031241400,25596.79,0,67517,31
36081077904,39824.17,0,26066,39
29021000701,1401.89,0,31456,16
12011080405,5720.667,0,22376,28
47133950302,64.69788,0,20517,22
12071020300,1615.282,22.11,16950,30
26049011901,176.5224,0,22993,33
24005450503,18203.61,6.71,19767,31
01097001302,3974.813,0,12467,20
25025100400,23143.43,0,25072,40
06037408625,4897.697,0,35055,41
04027000700,3436.436,3.54,11791,14
13191980000,0,0,0,0
36069050602,184.9112,0,26517,23
45003980100,0,0,0,0
22101040200,1523.479,9.46,27564,14
42129800600,10512.01,4.05,18076,25
44007002000,11854.94,5.06,16083,27
06001409000,574.0598,7.1,17113,26
18163001900,2486.64,0,14529,23
05005950400,329.0478,6.02,25014,11
01073000400,1145.763,22.83,15608,23
29021000702,2455.93,0,27754,15
25027710300,671.6848,11.41,27787,30
12111381802,2996.229,15.04,16818,27
36033950700,6.876951,4.58,26818,28
45003020902,158.594,0,25503,25
42129806600,187.4443,0,24532,23
36061017700,140596.8,0,78850,33
45003020901,83.4694,0,21082,25
06059089003,7849.135,0,15962,26
45055970500,186.3071,0,32671,23
06059089001,14816.57,0,15938,27
39057210500,568.3844,0,52813,19
39151702300,1577.798,3.06,7885,25
06059089004,15645.55,11.41,15405,24
24031700711,3458.618,3.1,40313,34
21187970100,32.047,0,22889,26
21059001702,398.891,0,29905,19
21059001703,53.65882,0,26136,27
21059001701,516.6176,0,20747,19
41005024302,47.41607,4.07,31418,39
41005024303,585.0013,0,32763,31
41005024304,9.356627,0,32899,36
